NAME,STAR,PER,MASS,SEP,R,PLANETDISCMETH,MSTAR,RSTAR,TEFF,DATE
KOI 4804.01,KOI 4804,21.08669744,1,,740.0994077125075,,0.926,0.829,6068,
KOI 4877.01,KOI 4877,5.1920676,0.0020761488670498858,,0.07940061825126712,,1.084,1.031,6297,
KOI 4878.01,KOI 4878,449.01499,0.0036191939986994098,,0.092782744922829,,0.972,1.068,6031,
KOI 3266.01,KOI 3266,54.5094166,0.01181375325229529,,0.13828197560613936,,0.615,0.61,4405,
KOI 1151.04,KOI 1151,17.4532952,0.0014871817801833484,,0.07226348402643412,,0.82,0.895,5516,
KOI 3267.01,KOI 3267,14.19593863,0.013465098415445489,,0.15969337828063837,,1.113,1.11,6202,
KOI 3268.01,KOI 3268,11.52480925,1,,7.526108040086398,,0.862,0.892,5592,
KOI 4737.01,KOI 4737,7.79535622,0.004412023453941835,,0.09813559559145375,,1.114,1.05,6156,
KOI 4808.01,KOI 4808,2.40174281,0.0008049857408861179,,0.0606656409110805,,0.418,0.4,3607,
KOI 4810.01,KOI 4810,115.238747,0.015735915149708655,,0.18467334806755384,,0.965,0.87,5817,
KOI 4811.01,KOI 4811,21.7436511,0.01495626566117161,,0.17664407206461674,,0.987,1.497,5767,
KOI 4881.01,KOI 4881,5.67929509,1,,0.9483467101246849,,1.127,1.585,6514,
KOI 4885.01,KOI 4885,9.33955369,1,,1.8565470402346838,,0.898,1.101,5516,
KOI 3271.01,KOI 3271,19.5489365,0.012750682002143144,,0.1507719604995971,,0.776,0.729,5548,
KOI 3271.02,KOI 3271,7.41842544,0.004999082786450556,,0.10170416270387023,,0.776,0.729,5548,
KOI 3274.01,KOI 3274,35.622233,0.026219735239476377,,0.25872111565019623,,0.966,0.871,5796,
KOI 4743.01,KOI 4743,49.5385533,1,,2.857530115267512,,0.812,0.762,5692,
KOI 4813.01,KOI 4813,9.2294879,0.001423394081734606,,0.07137134224833,,0.608,0.604,4780,
KOI 4815.01,KOI 4815,18.3722825,0.004412023453941835,,0.09813559559145375,,0.905,0.82,5926,
KOI 4886.01,KOI 4886,17.99562529,1,,2.585426872945754,,1.045,0.959,5999,
KOI 4890.01,KOI 4890,63.092904,0.029140633426981415,,0.27299538409986224,,1.372,1.325,6622,
KOI 1151.05,KOI 1151,21.7202824,0.0019944594551458803,,0.07850847647316299,,0.82,0.895,5516,
KOI 3277.01,KOI 3277,42.913751,0.012341080220345241,,0.14541910983097237,,1.07,1.217,6148,
KOI 3278.01,KOI 3278,88.181186,0.026917392048946723,,0.2622896827626127,,0.944,0.83,5463,
KOI 4747.01,KOI 4747,92.263714,0.01478988332302201,,0.17485978850840847,,1.213,1.137,6343,
KOI 4748.01,KOI 4748,6.64752101,0.012960600326431513,,0.1534483858339095,,1.111,1.007,6046,
KOI 4749.01,KOI 4749,1.97650023,0.003496951465995254,,0.09189060314472487,,1.015,0.923,5792,
KOI 4818.01,KOI 4818,3.79891578,0.0033774626661531937,,0.09099846136662075,,1.338,1.405,6828,
KOI 4820.01,KOI 4820,14.7401327,0.012408450306845818,,0.1463112516090765,,1.045,0.959,5999,
KOI 3220.01,KOI 3220,81.4162941,0.027274209890220346,,0.26407396631882096,,1.083,1.095,6499,
